ID;Filename;Fiscal_Quarter;Fiscal_Year;Date;Time;Analysts;Name_1;Position_1;Name_2;Position_2;Name_3;Position_3;Name_4;Position_4
1;2013-Jan-29-AMZN.OQ-139057386295-Transcript.txt;4;2012;20132901;05:00 PM;15;Sean Boyle;VP of IR;Tom Szkutak;CFO
2;2013-Apr-25-AMZN.OQ-139339186971-Transcript.txt;1;2013;20132504;02:00 PM;16;Tom Szkutak;SVP & CFO;Sean Boyle;VP of IR
3;2013-Jul-25-AMZN.OQ-137712068210-Transcript.txt;2;2013;20132507;02:00 PM;18;Tom Szkutak;SVP and CFO;Sean Boyle;VP IR
4;2013-Oct-24-AMZN.OQ-139066299673-Transcript.txt;3;2013;20132410;02:00 PM;17;Tom Szkutak;CFO;Sean Boyle;VP of IR
5;2014-Jan-30-AMZN.OQ-141027717464-Transcript.txt;4;2013;20143001;02:00 PM;18;Tom Szkutak;CFO;Dave Fildes;Senior Manager, IR
6;2014-Apr-24-AMZN.OQ-140443160996-Transcript.txt;1;2014;20142404;05:00 PM;19;Tom Szkutak;CFO;Dave Fildes;Senior Manager of IR
7;2014-Jul-24-AMZN.OQ-138703384359-Transcript.txt;2;2014;20142407;05:00 PM;16;Tom Szkutak;CFO;Phil Hardin;Director of IR
8;2014-Oct-23-AMZN.OQ-140669099674-Transcript.txt;3;2014;20142310;05:00 PM;16;Tom Szkutak;SVP and CFO;Phil Hardin;Director of IR
9;2015-Jan-29-AMZN.OQ-136951423128-Transcript.txt;4;2014;20152901;02:00 PM;17;Brian Olsavsky;VP of Finance, Global Consumer Business;Tom Szkutak;SVP and CFO;Phil Hardin;Director of IR
10;2015-Apr-23-AMZN.OQ-139804865882-Transcript.txt;1;2015;20152304;02:30 PM;15;Brian Olsavsky;Vice President & CFO, Global Consumer Business.;Tom Szkutak;SVP & CFO;Phil Hardin;Director of Investor Relations
11;2015-Jul-23-AMZN.OQ-140462931809-Transcript.txt;2;2015;20152307;05:00 PM;19;Brian Olsavsky;CFO;Phil Hardin;Director of IR
12;2015-Oct-22-AMZN.OQ-137384537916-Transcript.txt;3;2015;20152210;05:00 PM;18;Brian Olsavsky;CFO;Phil Hardin;Director of IR
13;2016-Jan-28-AMZN.OQ-139696494446-Transcript.txt;4;2015;20162801;05:00 PM;19;Brian Olsavsky;CFO;Phil Hardin;Director of IR
14;2016-Apr-28-AMZN.OQ-137577237096-Transcript.txt;1;2016;20162804;05:00 PM;16;Brian Olsavsky;CFO;Phil Hardin;Director of IR
15;2016-Jul-28-AMZN.OQ-138879486315-Transcript.txt;2;2016;20162807;05:30 PM;15;Brian Olsavsky;CFO;Darin Manney;Director of IR
16;2016-Oct-27-AMZN.OQ-139909051245-Transcript.txt;3;2016;20162710;05:30 PM;12;Brian Olsavsky;CFO;Darin Manney;Director of IR
17;2017-Feb-02-AMZN.OQ-139452463844-Transcript.txt;4;2016;20170202;05:30 PM;13;Brian Olsavsky;CFO;Darin Manney;Director of IR
18;2017-Apr-27-AMZN.OQ-139668306179-Transcript.txt;1;2017;20172704;05:30 PM;14;Brian T. Olsavsky;CFO and SVP;Darin Manney;Head of IR
19;2017-Jul-27-AMZN.OQ-137040257613-Transcript.txt;2;2017;20172707;05:30 PM;11;Brian T. Olsavsky;CFO and SVP;Darin Manney;Head of IR
20;2017-Oct-26-AMZN.OQ-140695336667-Transcript.txt;3;2017;20172610;05:30 PM;11;Brian T. Olsavsky;Senior VP & CFO;Dave Fildes;Dave Fildes,  -
21;2013-Jan-17-BAC.N-137118030967-Transcript.txt;4;2012;20131701;08:30 AM;10;Brian Moynihan;CEO;Bruce Thompson;CFO;Kevin Stitt;IR
22;2013-Apr-17-BAC.N-140727993387-Transcript.txt;1;2013;20131704;08:30 AM;14;Brian Moynihan;CEO;Bruce Thompson;CFO;Kevin Stitt;IR
23;2013-Jul-17-BAC.N-138558829694-Transcript.txt;2;2013;20131707;08:30 AM;10;Brian Moynihan;President & CEO;Bruce Thompson;CFO;Lee McEntire;IR
24;2013-Oct-16-BAC.N-137085760338-Transcript.txt;3;2013;20131610;08:30 AM;10;Brian Moynihan;CEO;Bruce Thompson;CFO;Lee McEntire;SVP IR
25;2014-Jan-15-BAC.N-138523498996-Transcript.txt;4;2013;20141501;08:30 AM;16;Brian Moynihan;CEO;Bruce Thompson;CFO;Lee McEntire;SVP, IR
